timestep_3,region_1,technology_1,parameter,value
d081,NL,wind,avaConv,0.8298906565656566
d082,NL,wind,avaConv,0.13725031565656567
d083,NL,wind,avaConv,0.005849747474747475
d084,NL,wind,avaConv,0.16473642676767677
d085,NL,wind,avaConv,0.089221148989899
d086,NL,wind,avaConv,0.0193864898989899
d087,NL,wind,avaConv,0.0
d088,NL,wind,avaConv,0.0
d089,NL,wind,avaConv,0.0
d090,NL,wind,avaConv,0.09532563131313132
d091,NL,wind,avaConv,0.24412638888888888
d092,NL,wind,avaConv,0.593173106060606
d093,NL,wind,avaConv,0.15445195707070708
d094,NL,wind,avaConv,0.45947133838383836
d095,NL,wind,avaConv,0.5558219696969697
d096,NL,wind,avaConv,0.03726073232323232
d097,NL,wind,avaConv,0.08096395202020203
d098,NL,wind,avaConv,0.05415662878787879
d099,NL,wind,avaConv,0.5908679292929293
d100,NL,wind,avaConv,0.21714772727272724
d101,NL,wind,avaConv,0.23952834595959593
d102,NL,wind,avaConv,0.3069899621212121
d103,NL,wind,avaConv,0.14126767676767676
d104,NL,wind,avaConv,0.12017493686868685
d105,NL,wind,avaConv,0.0
d106,NL,wind,avaConv,0.0
d107,NL,wind,avaConv,0.0006371212121212121
d108,NL,wind,avaConv,0.004907007575757575
d109,NL,wind,avaConv,0.0003734848484848485
d110,NL,wind,avaConv,0.09632607323232323
d111,NL,wind,avaConv,0.005772664141414141
d112,NL,wind,avaConv,0.0017196969696969696
d113,NL,wind,avaConv,0.026856186868686866
d114,NL,wind,avaConv,0.0
d115,NL,wind,avaConv,0.0
d116,NL,wind,avaConv,0.007493939393939395
d117,NL,wind,avaConv,0.017677588383838386
d118,NL,wind,avaConv,0.061371717171717174
d119,NL,wind,avaConv,0.13554444444444447
d120,NL,wind,avaConv,0.2879800505050505
d121,NL,wind,avaConv,0.009357386363636363
d122,NL,wind,avaConv,0.011575757575757576
d123,NL,wind,avaConv,0.03445612373737374
d124,NL,wind,avaConv,0.0
d125,NL,wind,avaConv,0.0
d126,NL,wind,avaConv,0.0
d127,NL,wind,avaConv,0.0
d128,NL,wind,avaConv,0.0
d129,NL,wind,avaConv,0.1392578914141414
d130,NL,wind,avaConv,0.32110631313131316
d131,NL,wind,avaConv,0.2045427398989899
d132,NL,wind,avaConv,0.4306087121212121
d133,NL,wind,avaConv,0.2799790404040404
d134,NL,wind,avaConv,0.5094364267676768
d135,NL,wind,avaConv,0.22369065656565656
d136,NL,wind,avaConv,0.3958520833333333
d137,NL,wind,avaConv,0.28510530303030307
d138,NL,wind,avaConv,0.45125069444444443
d139,NL,wind,avaConv,0.3634277777777778
d140,NL,wind,avaConv,0.17655107323232322
d141,NL,wind,avaConv,0.01612550505050505
d142,NL,wind,avaConv,0.0
d143,NL,wind,avaConv,0.0
d144,NL,wind,avaConv,0.0
d145,NL,wind,avaConv,0.0
d146,NL,wind,avaConv,0.0
d147,NL,wind,avaConv,0.0
d148,NL,wind,avaConv,0.0019772727272727273
d149,NL,wind,avaConv,0.0
d150,NL,wind,avaConv,0.0
d151,NL,wind,avaConv,0.0
d152,NL,wind,avaConv,0.0
d153,NL,wind,avaConv,0.0
d154,NL,wind,avaConv,0.0
d155,NL,wind,avaConv,0.0
d156,NL,wind,avaConv,0.0
d157,NL,wind,avaConv,0.0
d158,NL,wind,avaConv,0.0
d159,NL,wind,avaConv,0.0
d160,NL,wind,avaConv,0.002492739898989899
d161,NL,wind,avaConv,0.0
d162,NL,wind,avaConv,0.0003075757575757576
d163,NL,wind,avaConv,0.02812430555555555
d164,NL,wind,avaConv,0.006311679292929293
d165,NL,wind,avaConv,0.0
d166,NL,wind,avaConv,0.0
d167,NL,wind,avaConv,0.0
d168,NL,wind,avaConv,0.0
d169,NL,wind,avaConv,0.0
d170,NL,wind,avaConv,0.0
d171,NL,wind,avaConv,0.012666729797979798
d172,NL,wind,avaConv,0.010243181818181818
d173,NL,wind,avaConv,0.002284848484848485
d174,NL,wind,avaConv,0.0010325757575757575
d175,NL,wind,avaConv,0.0416804292929293
d176,NL,wind,avaConv,0.009132702020202018
d177,NL,wind,avaConv,0.043337499999999994
d178,NL,wind,avaConv,0.36158775252525255
d179,NL,wind,avaConv,0.019962878787878786
d180,NL,wind,avaConv,0.06145353535353536
d181,NL,wind,avaConv,0.2881738005050505
d182,NL,wind,avaConv,0.07893573232323232
d183,NL,wind,avaConv,0.0
d184,NL,wind,avaConv,0.0
d185,NL,wind,avaConv,0.0010545454545454545
d186,NL,wind,avaConv,0.0
d187,NL,wind,avaConv,0.0062126262626262625
d188,NL,wind,avaConv,0.15629431818181816
d189,NL,wind,avaConv,0.24593737373737373
d190,NL,wind,avaConv,0.10580473484848486
d191,NL,wind,avaConv,0.28176035353535356
d192,NL,wind,avaConv,0.324590404040404
d193,NL,wind,avaConv,0.06044393939393939
d194,NL,wind,avaConv,0.45007152777777776
d195,NL,wind,avaConv,0.4029912247474748
d196,NL,wind,avaConv,0.32006117424242425
d197,NL,wind,avaConv,0.36010265151515153
d198,NL,wind,avaConv,0.6372492424242424
d199,NL,wind,avaConv,0.04449109848484849
d200,NL,wind,avaConv,0.049587689393939385
d201,NL,wind,avaConv,0.2816685606060606
d202,NL,wind,avaConv,0.04542670454545454
d203,NL,wind,avaConv,0.07237070707070707
d204,NL,wind,avaConv,0.0002636363636363637
d205,NL,wind,avaConv,0.0
d206,NL,wind,avaConv,0.009503851010101011
d207,NL,wind,avaConv,0.06448996212121212
d208,NL,wind,avaConv,7.68939393939394e-5
d209,NL,wind,avaConv,0.0
d210,NL,wind,avaConv,0.0033746843434343432
d211,NL,wind,avaConv,0.4182664772727272
d212,NL,wind,avaConv,0.2266521464646465
d213,NL,wind,avaConv,0.18087771464646463
d214,NL,wind,avaConv,0.1694008207070707
d215,NL,wind,avaConv,0.3059995580808081
d216,NL,wind,avaConv,0.3727988636363636
d217,NL,wind,avaConv,0.38202664141414144
d218,NL,wind,avaConv,0.06986268939393939
d219,NL,wind,avaConv,0.4060411616161616
d220,NL,wind,avaConv,0.017134532828282825
d221,NL,wind,avaConv,0.14494425505050507
d222,NL,wind,avaConv,0.005320454545454546
d223,NL,wind,avaConv,0.051734785353535345
d224,NL,wind,avaConv,0.0770417297979798
d225,NL,wind,avaConv,0.11826458333333334
d226,NL,wind,avaConv,0.23545770202020203
d227,NL,wind,avaConv,0.06046938131313132
d228,NL,wind,avaConv,0.05412247474747475
d229,NL,wind,avaConv,0.0014829545454545455
d230,NL,wind,avaConv,0.0
d231,NL,wind,avaConv,0.0025045454545454546
d232,NL,wind,avaConv,0.0
d233,NL,wind,avaConv,0.0
d234,NL,wind,avaConv,0.0
d235,NL,wind,avaConv,0.0
d236,NL,wind,avaConv,0.0
d237,NL,wind,avaConv,0.0
d238,NL,wind,avaConv,0.0
d239,NL,wind,avaConv,0.0002087121212121212
d240,NL,wind,avaConv,0.14817487373737376
d241,NL,wind,avaConv,0.10990902777777778
d242,NL,wind,avaConv,0.17234286616161615
d243,NL,wind,avaConv,0.20040732323232324
d244,NL,wind,avaConv,0.009234027777777777
d245,NL,wind,avaConv,0.0
d246,NL,wind,avaConv,0.004316161616161616
d247,NL,wind,avaConv,0.016016603535353537
d248,NL,wind,avaConv,0.014438257575757577
d249,NL,wind,avaConv,0.08126887626262627
d250,NL,wind,avaConv,0.03528895202020202
d251,NL,wind,avaConv,0.1528997474747475
d252,NL,wind,avaConv,0.2589423611111111
d253,NL,wind,avaConv,0.23093017676767677
d254,NL,wind,avaConv,0.3232574494949495
d255,NL,wind,avaConv,0.6748589015151515
d256,NL,wind,avaConv,0.09680940656565656
d257,NL,wind,avaConv,0.2375375631313131
d258,NL,wind,avaConv,0.27319343434343435
d259,NL,wind,avaConv,0.3695155934343435
d260,NL,wind,avaConv,0.26203882575757576
d261,NL,wind,avaConv,0.026605808080808077
d262,NL,wind,avaConv,0.024329103535353534
d263,NL,wind,avaConv,0.0
d264,NL,wind,avaConv,0.004273106060606061
d265,NL,wind,avaConv,0.2340028409090909
d266,NL,wind,avaConv,0.38472714646464645
d267,NL,wind,avaConv,0.5417738636363636
d268,NL,wind,avaConv,0.19503920454545454
d269,NL,wind,avaConv,0.16444059343434342
d270,NL,wind,avaConv,0.027894444444444447
d271,NL,wind,avaConv,0.01783554292929293
d272,NL,wind,avaConv,0.016971590909090905
d273,NL,wind,avaConv,0.0
d274,NL,wind,avaConv,0.0
d275,NL,wind,avaConv,0.009579545454545452
d276,NL,wind,avaConv,0.0012852272727272727
d277,NL,wind,avaConv,0.0
d278,NL,wind,avaConv,0.0
d279,NL,wind,avaConv,0.0
d280,NL,wind,avaConv,0.0
d281,NL,wind,avaConv,0.0
d282,NL,wind,avaConv,0.0
d283,NL,wind,avaConv,0.0
d284,NL,wind,avaConv,0.010734848484848486
d285,NL,wind,avaConv,0.23360006313131312
d286,NL,wind,avaConv,0.15049867424242425
d287,NL,wind,avaConv,0.0
d288,NL,wind,avaConv,0.0
d289,NL,wind,avaConv,0.0
d290,NL,wind,avaConv,0.05044286616161616
d291,NL,wind,avaConv,0.04803983585858586
d292,NL,wind,avaConv,0.12655006313131312
d293,NL,wind,avaConv,0.009464204545454545
d294,NL,wind,avaConv,0.12641786616161615
d295,NL,wind,avaConv,0.026766098484848483
d296,NL,wind,avaConv,0.12051799242424241
d297,NL,wind,avaConv,0.0
d298,NL,wind,avaConv,0.059754103535353535
d299,NL,wind,avaConv,0.0
d300,NL,wind,avaConv,0.0
d301,NL,wind,avaConv,0.0
d302,NL,wind,avaConv,0.013378787878787879
d303,NL,wind,avaConv,0.031541603535353534
d304,NL,wind,avaConv,0.0015452651515151514
d305,NL,wind,avaConv,0.0
d306,NL,wind,avaConv,0.0
d307,NL,wind,avaConv,0.0
d308,NL,wind,avaConv,4.393939393939394e-5
d309,NL,wind,avaConv,0.009664267676767677
d310,NL,wind,avaConv,0.5033227904040405
d311,NL,wind,avaConv,0.21896527777777774
d312,NL,wind,avaConv,0.0
d313,NL,wind,avaConv,7.68939393939394e-5
d314,NL,wind,avaConv,0.0
d315,NL,wind,avaConv,0.0073359217171717166
d316,NL,wind,avaConv,0.0281042297979798
d317,NL,wind,avaConv,0.19014040404040405
d318,NL,wind,avaConv,0.0
d319,NL,wind,avaConv,0.0
d320,NL,wind,avaConv,0.0
d321,NL,wind,avaConv,0.0
d322,NL,wind,avaConv,0.0
d323,NL,wind,avaConv,0.0
d324,NL,wind,avaConv,0.10413781565656566
d325,NL,wind,avaConv,0.04391073232323232
d326,NL,wind,avaConv,0.23378655303030305
d327,NL,wind,avaConv,0.06798686868686869
d328,NL,wind,avaConv,0.14169892676767676
d329,NL,wind,avaConv,0.00883074494949495
d330,NL,wind,avaConv,0.000703030303030303
d331,NL,wind,avaConv,0.31618213383838384
d332,NL,wind,avaConv,0.7081207702020201
d333,NL,wind,avaConv,0.9626088383838384
d334,NL,wind,avaConv,0.8965471590909091
d335,NL,wind,avaConv,0.35618162878787873
d336,NL,wind,avaConv,0.36484103535353535
d337,NL,wind,avaConv,0.8179523358585858
d338,NL,wind,avaConv,0.7318256313131313
d339,NL,wind,avaConv,0.5136809974747475
d340,NL,wind,avaConv,0.22400050505050503
d341,NL,wind,avaConv,0.5052830176767678
d342,NL,wind,avaConv,0.7191946338383838
d343,NL,wind,avaConv,0.03463781565656566
d344,NL,wind,avaConv,0.06471174242424244
d345,NL,wind,avaConv,0.205716351010101
d346,NL,wind,avaConv,0.14313156565656565
d347,NL,wind,avaConv,0.0
d348,NL,wind,avaConv,0.0
d349,NL,wind,avaConv,0.039297537878787876
d350,NL,wind,avaConv,0.14260580808080808
d351,NL,wind,avaConv,0.404420202020202
d352,NL,wind,avaConv,0.40006098484848485
d353,NL,wind,avaConv,0.5992857323232322
d354,NL,wind,avaConv,0.10876571969696969
d355,NL,wind,avaConv,0.8549791035353536
d356,NL,wind,avaConv,0.3976251893939393
d357,NL,wind,avaConv,0.15495025252525252
d358,NL,wind,avaConv,0.1755092171717172
d359,NL,wind,avaConv,0.4663553030303031
d360,NL,wind,avaConv,0.8669904040404041
d361,NL,wind,avaConv,0.16990909090909087
d362,NL,wind,avaConv,0.026692108585858586
d363,NL,wind,avaConv,0.5167274621212122
d364,NL,wind,avaConv,0.7079684974747475
d365,NL,wind,avaConv,0.8490931818181818
